open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1609459200000,30.000000,30.059166,29.844317,29.863806,719.812043,1609473599999,21496.326957,100,50,50000,0
1609473600000,29.863806,30.103734,29.457045,29.520972,904.205924,1609487999999,26693.038111,100,50,50000,0
1609488000000,29.520972,29.633540,29.379406,29.569985,598.535085,1609502399999,17698.673286,100,50,50000,0
1609502400000,29.569985,29.779707,29.417036,29.630684,945.593069,1609516799999,28018.569361,100,50,50000,0
1609516800000,29.630684,29.721283,29.419006,29.441884,562.714595,1609531199999,16567.377638,100,50,50000,0
1609531200000,29.441884,29.617187,29.434333,29.586345,154.754153,1609545599999,4578.609833,100,50,50000,0
1609545600000,29.586345,29.735287,29.244066,29.274192,927.534986,1609559999999,27152.836812,100,50,50000,0
1609560000000,29.274192,29.274363,28.894257,28.949578,590.634521,1609574399999,17098.620271,100,50,50000,0
1609574400000,28.949578,28.986565,28.822480,28.856136,163.018519,1609588799999,4704.084550,100,50,50000,0
1609588800000,28.856136,28.947740,28.322852,28.352820,944.587880,1609603199999,26781.730262,100,50,50000,0
1609603200000,28.352820,28.715038,28.329729,28.484347,668.875526,1609617599999,19052.482523,100,50,50000,0
1609617600000,28.484347,28.585826,28.412410,28.449643,498.084564,1609631999999,14170.327851,100,50,50000,0
1609632000000,28.449643,28.457133,27.754397,27.805084,1171.603830,1609646399999,32576.542525,100,50,50000,0
1609646400000,27.805084,27.936523,27.459798,27.623764,907.332913,1609660799999,25063.949946,100,50,50000,0
1609660800000,27.623764,27.632676,26.838116,27.006809,1324.693093,1609675199999,35775.732854,100,50,50000,0
1609675200000,27.006809,27.372219,26.910960,27.326210,898.391093,1609689599999,24549.623664,100,50,50000,0
1609689600000,27.326210,27.504594,26.716783,26.820685,186.478476,1609703999999,5001.480535,100,50,50000,0
1609704000000,26.820685,26.821498,26.663214,26.726843,512.891381,1609718399999,13707.967196,100,50,50000,0
1609718400000,26.726843,26.822310,25.629250,25.774668,662.135218,1609732799999,17066.315404,100,50,50000,0
1609732800000,25.774668,25.822731,25.457835,25.534759,857.544636,1609747199999,21897.195919,100,50,50000,0
1609747200000,25.534759,25.637770,25.454166,25.549695,917.049964,1609761599999,23430.346554,100,50,50000,0
1609761600000,25.549695,25.709365,24.807907,24.904144,1202.649939,1609775999999,29950.967468,100,50,50000,0
1609776000000,24.904144,24.950354,24.645208,24.760194,116.310767,1609790399999,2879.877172,100,50,50000,0
1609790400000,24.760194,24.886343,24.136783,24.249356,42.940197,1609804799999,1041.272133,100,50,50000,0
1609804800000,24.249356,24.341176,24.082328,24.104444,630.030951,1609819199999,15186.545808,100,50,50000,0
1609819200000,24.104444,24.198360,23.798297,23.884429,1124.211135,1609833599999,26851.140842,100,50,50000,0
1609833600000,23.884429,24.502979,23.811464,24.492675,143.499339,1609847999999,3514.682622,100,50,50000,0
1609848000000,24.492675,24.578098,24.400417,24.569744,787.960469,1609862399999,19359.986636,100,50,50000,0
1609862400000,24.569744,24.628678,23.904072,24.024446,421.321181,1609876799999,10122.007853,100,50,50000,0
1609876800000,24.024446,24.060925,23.561519,23.689289,81.466347,1609891199999,1929.879833,100,50,50000,0
1609891200000,23.689289,23.828072,23.579257,23.741155,677.934990,1609905599999,16094.959805,100,50,50000,0
1609905600000,23.741155,24.380394,23.669155,24.250725,1162.813839,1609919999999,28199.078411,100,50,50000,0
1609920000000,24.250725,24.290042,24.181702,24.240768,130.935609,1609934399999,3173.979684,100,50,50000,0
1609934400000,24.240768,24.341737,24.218113,24.333432,184.076864,1609948799999,4479.221823,100,50,50000,0
1609948800000,24.333432,24.402407,24.061037,24.099971,1017.248450,1609963199999,24515.657816,100,50,50000,0
1609963200000,24.099971,24.173371,23.631512,23.644268,1109.184953,1609977599999,26225.865795,100,50,50000,0
1609977600000,23.644268,23.677488,23.377716,23.399969,594.657328,1609991999999,13914.963126,100,50,50000,0
