open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1609459200000,20000.000000,20079.895633,19917.696963,20077.775335,897.695288,1609473599999,18023724.313065,100,50,50000,0
1609473600000,20077.775335,20152.742804,20066.187905,20125.017597,371.851952,1609487999999,7483527.070771,100,50,50000,0
1609488000000,20125.017597,20175.128699,19948.298340,19997.448732,991.653008,1609502399999,19830530.194140,100,50,50000,0
1609502400000,19997.448732,20304.352276,19958.200544,20262.911365,198.211862,1609516799999,4016349.384427,100,50,50000,0
1609516800000,20262.911365,20277.648000,20141.436807,20182.658434,239.252743,1609531199999,4828756.383181,100,50,50000,0
1609531200000,20182.658434,20472.647252,20140.024503,20438.613604,560.077600,1609545599999,11447209.664308,100,50,50000,0
1609545600000,20438.613604,20484.700564,20314.564389,20467.265202,126.482515,1609559999999,2588751.174241,100,50,50000,0
1609560000000,20467.265202,20882.417159,20422.983893,20847.785138,750.618697,1609574399999,15648737.321291,100,50,50000,0
1609574400000,20847.785138,20880.940888,20539.553069,20568.914017,164.086956,1609588799999,3375090.480762,100,50,50000,0
1609588800000,20568.914017,20639.341367,20524.289005,20541.533908,676.577142,1609603199999,13897932.295360,100,50,50000,0
1609603200000,20541.533908,20742.242340,20463.874714,20708.987605,418.451221,1609617599999,8665701.140771,100,50,50000,0
1609617600000,20708.987605,20983.191467,20674.149864,20923.864148,635.358074,1609631999999,13294146.026245,100,50,50000,0
1609632000000,20923.864148,21111.774863,20872.771763,21024.279899,775.208043,1609646399999,16298190.882898,100,50,50000,0
1609646400000,21024.279899,21069.975714,20980.806384,21067.625293,831.319281,1609660799999,17513923.111582,100,50,50000,0
1609660800000,21067.625293,21282.821385,21037.156446,21246.258828,1075.847697,1609675199999,22857738.633358,100,50,50000,0
1609675200000,21246.258828,21449.466488,21151.373348,21374.900139,923.177303,1609689599999,19732822.655014,100,50,50000,0
1609689600000,21374.900139,21419.078684,21037.558507,21116.912615,584.396171,1609703999999,12340642.878498,100,50,50000,0
1609704000000,21116.912615,21182.843245,21100.178424,21171.205326,44.105943,1609718399999,933775.972403,100,50,50000,0
1609718400000,21171.205326,21240.718373,21131.978457,21221.183704,320.176078,1609732799999,6794515.365917,100,50,50000,0
